2020-10-06 10:55:31,127 ERROR   :连接数据库失败：juparty-business
2020-10-06 11:49:38,547 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,284556,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:38,578 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,354721,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:38,614 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,860687,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:38,644 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,134699,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:38,675 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,735197,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:38,696 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,984977,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:38,722 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,743407,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:38,753 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,112256,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:38,783 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,247297,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:38,815 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,955922,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:38,843 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,377802,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:38,878 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,786730,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:38,901 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,980808,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:38,923 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,632426,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:38,940 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,217912,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:38,958 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,344851,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:38,982 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,460184,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:39,006 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,789586,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:39,022 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,124972,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:49:39,038 ERROR   :juparty-business执行sql失败：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(6,638006,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,479 INFO    :执行sql成功：select user_id from `juparty-business`.ju_user where phone in ('15361899600', '15361899601', '15361899602', '15361899603', '15361899604', '15361899605', '15361899606', '15361899607', '15361899608', '15361899609', '15361899610', '15361899611', '15361899612', '15361899613', '15361899614', '15361899615', '15361899616', '15361899617', '15361899618', '15361899619', '15361899620', '15361899621', '15361899622', '15361899623', '15361899624', '15361899625', '15361899626', '15361899627', '15361899628', '15361899629', '15361899630', '15361899631', '15361899632', '15361899633', '15361899634', '15361899635', '15361899636', '15361899637', '15361899638', '15361899639', '15361899640', '15361899641', '15361899642', '15361899643', '15361899644', '15361899645', '15361899646', '15361899647', '15361899648', '15361899649', '15361899650', '15361899651', '15361899652', '15361899653', '15361899654', '15361899655', '15361899656', '15361899657', '15361899658', '15361899659', '15361899660', '15361899661', '15361899662', '15361899663', '15361899664', '15361899665', '15361899666', '15361899667', '15361899668', '15361899669', '15361899670', '15361899671', '15361899672', '15361899673', '15361899674', '15361899675', '15361899676', '15361899677', '15361899678', '15361899679', '15361899680', '15361899681', '15361899682', '15361899683', '15361899684', '15361899685', '15361899686', '15361899687', '15361899688', '15361899689', '15361899690', '15361899691', '15361899692', '15361899693', '15361899694', '15361899695', '15361899696', '15361899697', '15361899698', '15361899699');
2020-10-06 11:52:56,502 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(255226,255226,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,525 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(711038,711038,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,546 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(541698,541698,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,570 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(519110,519110,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,591 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(249568,249568,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,614 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(544814,544814,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,637 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(421976,421976,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,656 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(584407,584407,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,682 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(510964,510964,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,705 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(272316,272316,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,724 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(567406,567406,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,743 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(597766,597766,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,762 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(136894,136894,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,785 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(437125,437125,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,807 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(761249,761249,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,828 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(983427,983427,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,847 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(902197,902197,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,866 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(308116,308116,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,888 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(663180,663180,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,910 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(924255,924255,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,930 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(883949,883949,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,956 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(755017,755017,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:56,982 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(938886,938886,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,004 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(967703,967703,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,024 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(741971,741971,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,046 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(825526,825526,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,063 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(582402,582402,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,084 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(815116,815116,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,113 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(560258,560258,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,150 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(592752,592752,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,177 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(726474,726474,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,200 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(284556,284556,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,218 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(354721,354721,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,239 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(860687,860687,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,258 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(134699,134699,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,279 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(735197,735197,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,303 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(984977,984977,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,324 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(743407,743407,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,345 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(112256,112256,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,367 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(247297,247297,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,389 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(955922,955922,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,410 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(377802,377802,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,431 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(786730,786730,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,450 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(980808,980808,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,468 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(632426,632426,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,486 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(217912,217912,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,507 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(344851,344851,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,529 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(460184,460184,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,550 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(789586,789586,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,569 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(124972,124972,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 11:52:57,587 INFO    :执行sql成功：INSERT INTO `juparty-business`.ju_user_certification (certification_id,user_id,realname,identity_no,identity_img,living_snapshot_img,audit_third_status,audit_status,create_time,update_time,audit_third_time) VALUE(638006,638006,'Eden自动化测试数据','511111111111111122','','',1,1,1596868507220,1596868507220,1596868507220);
2020-10-06 13:50:21,735 INFO    :接口访问成功，url：http://10.113.248.196/api-user/v1/user/login/phone
2020-10-06 13:50:21,736 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': '0beb1ff21ffb4008b18228c317100910', 'auth': '0beb1ff21ffb4008b18228c317100910'}
2020-10-06 13:50:21,737 INFO    :请求体：{"phone": "15361899600", "smsCode": "123456", "deviceId": "tester_eden_15361899600"}
2020-10-06 13:50:21,737 INFO    :响应体：{'code': 200, 'msg': 'SUCCESS', 'result': {'rongToken': 'Kh2YQq7t+T8zimqAVz+gZKf2pTH/H40xR/re92sBplg=@ucu5.cn.rongnav.com;ucu5.cn.rongcfg.com', 'gender': 0, 'level': 0, 'avatar': '', 'userId': 255226, 'userCode': 255226, 'token': 'a6c086b2cf9e4754ba04a1fe77aea0e9', 'phone': '15361899600', 'showFun': 1, 'nickname': '用户255226', 'age': 0, 'isRegister': 0, 'status': 0}}
2020-10-06 14:06:14,069 INFO    :接口访问成功，url：http://10.113.248.196/api-user/v1/user/login/phone
2020-10-06 14:06:14,069 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': '0beb1ff21ffb4008b18228c317100910', 'auth': '0beb1ff21ffb4008b18228c317100910'}
2020-10-06 14:06:14,070 INFO    :请求体：{"phone": "15361899600", "smsCode": "123456", "deviceId": "tester_eden_15361899600"}
2020-10-06 14:06:14,070 INFO    :响应体：{'code': 200, 'msg': 'SUCCESS', 'result': {'rongToken': 'Kh2YQq7t+T8zimqAVz+gZKf2pTH/H40xR/re92sBplg=@ucu5.cn.rongnav.com;ucu5.cn.rongcfg.com', 'gender': 0, 'level': 0, 'avatar': '', 'userId': 255226, 'userCode': 255226, 'token': 'd351494bdc0d4e7788cc71baf540e5f1', 'phone': '15361899600', 'showFun': 1, 'nickname': '用户255226', 'age': 0, 'isRegister': 0, 'status': 0}}
2020-10-06 14:06:14,091 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v1/party/create/init
2020-10-06 14:06:14,091 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': 'd351494bdc0d4e7788cc71baf540e5f1', 'auth': 'd351494bdc0d4e7788cc71baf540e5f1'}
2020-10-06 14:06:14,092 INFO    :请求体：{}
